1;Lohgock;A1;Flammkörper;P;"Solange Glut am Ziel aktiv ist, lösen Zauber ihren Bonuseffekt aus. Wenn 3 Bonuseffekte ausgelöst werden, wird die Abklingzeit von ""Schwerttanz"" um 2 Runden verringert";;;;;;;;
1;Lohgock;A2;Feuertempo;P;Wenn Ihr durch Feuerangriffe getroffen werdet, heilt Ihr euch für die Hälfte des erlittenen Schadens und generiert 1 H (max. 5H);;;;;;;;
1;Lohgock;A3;Wildbrand;P;"Nachdem ein Bonuseffekt einer Fähigkeit 3-mal ausgelöst wurde könnt Ihr ""Lohekanonade"" spontan verwenden";;;;;;;;
1;Lohgock;A4;;;;;;;;;;;
1;Lohgock;A5;;;;;;;;;;;
1;Lohgock;A6;;;;;;;;;;;
1;Lohgock;A7;;;;;;;;;;;
1;Lohgock;B1;Glut;B;"Fußkick, Doppelkick Turmtritt belegen das Ziel mit ""Glut"". Bleibt 3R Aktiv";3R;;;;;;;
1;Lohgock;B2;Schwerttanz;B;Erhöht die Angriffsbasis um 2;10R;;;;;;;
1;Lohgock;B3;;;;;;;;;;;
1;Lohgock;B4;;;;;;;;;;;
1;Lohgock;B5;;;;;;;;;;;
1;Lohgock;B6;;;;;;;;;;;
1;Lohgock;B7;;;;;;;;;;;
1;Lohgock;C01;Fußkick;S;"Ihr wirkt einen Tritt der wenig Schaden verursacht. Bonuseffekt: ""Flammenwurf"", ""Feuersturm"" oder ""Hitzewelle"" können als Bonusaktion verwendet werden.";-;GW;H2H;80,00%;;;;
1;Lohgock;C02;Doppelkick;S;Ihr verwendet einen schnellen Tritt welcher Schaden verursacht und das Ziel um 1 Feld zurück wirft;1R;GW;H2H;75,00%;;;;
1;Lohgock;C03;Feuerfeger;S;Ihr wirkt einen flammenverstärkten Tritt. Bonuseffekt: Ziele die gerade eine Kanalisation oder einen Konzentrationszauber wirken werden kritisch getroffen. Der Rettungsroll ist dann um 2 erschwert;4R;GW;H2H;70,00%;Naturtransformation;30,00%;;
1;Lohgock;C04;Turmtritt;S;Ihr wirkt einen Tritt welcher kritisch trifft, wenn der Angriff auf ein Ziel erfolgt das sich mindestens 2 Meter tiefer als Ihr befindet;4R;GW;H2H;50,00%;Pokemon;50,00%;;
1;Lohgock;C05;Flammenwurf;S;Ihr wirkt einen Feueratem welcher Schaden verursacht;2R;GW;Naturtransformation;80,00%;Pokemon;30,00%;;
1;Lohgock;C06;Feuersturm;S;ihr wirkt einen Flammenwirbel um das Ziel, welches es überhitzt;2R;GW;Naturtransformation;70,00%;Pokemon;40,00%;;
1;Lohgock;C07;Hitzewelle;S;Ihr wirkt eine Druckwelle, die an allen Gegnern in einem Radius von 1 Feld Schaden verursacht;4R;GW;Naturtransformation;40,00%;Pokemon;20,00%;;
1;Lohgock;C08;Lohekanonade;S;Ihr wirkt eine Flammensäule, die hohen Schaden verursacht und kritisch trifft, wenn Glut aktiv ist;6R;GW;Naturtransformation;80,00%;Pokemon;40,00%;;
1;Lohgock;C09;;; ;;;;;;;;
1;Lohgock;C10;;;;;;;;;;;
1;Lohgock;C11;;;;;;;;;;;
1;Lohgock;C12;;;;;;;;;;;
1;Lohgock;C13;;;;;;;;;;;
1;Lohgock;C14;;;;;;;;;;;
1;Lohgock;C15;;;;;;;;;;;
1;Lohgock;C16;;;;;;;;;;;
1;Lohgock;C17;;;;;;;;;;;
1;Lohgock;C18;;;;;;;;;;;
1;Lohgock;C19;;;;;;;;;;;
1;Lohgock;C20;;;;;;;;;;;
1;Lohgock;C21;;;;;;;;;;;
1;Lohgock;C22;;;;;;;;;;;
1;Lohgock;C23;;;;;;;;;;;
1;Lohgock;C24;;;;;;;;;;;
1;Lohgock;C25;;;;;;;;;;;
1;Lohgock;C26;;;;;;;;;;;
